id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
19 60,HBEFA3/PC_G_EU4,18913.44,342.13,2.03,8.16,0.47,6032.43,0,77.91,19 60,DEFAULT_VEHTYPE,0,4987249#29_0,5.06,29.47,53.39,3359.78,2640.44
2 60,HBEFA3/PC_G_EU4,7690.12,91.02,0.61,2.95,0.16,2452.78,0,72.65,2 60,DEFAULT_VEHTYPE,0,4987249#97_0,158.17,25.77,63.52,4522.34,3543.18
20 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,51.46,20 60,DEFAULT_VEHTYPE,0,:317160467_2_0,1.16,5.26,140.13,3226.84,3199.7
21 60,HBEFA3/PC_G_EU4,9233.45,141.16,0.87,3.98,0.19,2945.01,0,70.82,21 60,DEFAULT_VEHTYPE,0,24926510_0,36.64,13.08,312.08,4075.18,2990.77
23 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.7,23 60,DEFAULT_VEHTYPE,0,24852990#6_0,70.17,27.3,118.01,2825.33,2306.8
24 60,HBEFA3/PC_G_EU4,1680.51,0,0,0.07,0.01,536.03,0,72.1,24 60,DEFAULT_VEHTYPE,0,4987249#59_1,8.6,27.6,41.68,3770.44,2981.65
26 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,67.92,26 60,DEFAULT_VEHTYPE,0,:6517438059_1_1,8.87,22.35,228.81,2567.54,2594.21
28 60,HBEFA3/PC_G_EU4,3616.27,18.12,0.17,1.3,0.04,1153.43,0,65.65,28 60,DEFAULT_VEHTYPE,0,694201304#1_0,46.73,14.26,156.94,3742.75,3108.02
29 60,HBEFA3/PC_G_EU4,13212.72,197.66,1.23,5.61,0.3,4214.19,0,74.24,29 60,DEFAULT_VEHTYPE,0,828126964#10_0,36.9,23.25,228.06,3116.88,3094.52
3 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.87,3 60,DEFAULT_VEHTYPE,0,24667122#49_1,19.53,16.68,233.3,3557.37,2813.96
30 60,HBEFA3/PC_G_EU4,16608.55,266.02,1.62,7.24,0.39,5297.28,0,76.2,30 60,DEFAULT_VEHTYPE,0,4987249#5_1,5.43,21.98,40.73,2984.36,2351.61
32 60,HBEFA3/PC_G_EU4,2361.48,1.37,0.06,0.74,0.01,753.22,0,63.9,32 60,DEFAULT_VEHTYPE,0,25087607#0_0,18.56,12.83,114.81,2771.68,2590.68
33 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.17,33 60,DEFAULT_VEHTYPE,0,:7201338998_9_0,3.36,6.35,190.15,4099.78,2950.71
34 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,69.86,34 60,DEFAULT_VEHTYPE,0,4987249#65_0,2.27,25.69,45.01,3837.99,3047.58
35 60,HBEFA3/PC_G_EU4,1656.51,0,0,0.39,0,528.37,0,63.78,35 60,DEFAULT_VEHTYPE,0,47378150#2_0,2.81,13.37,308.64,2568.38,3144.67
36 60,HBEFA3/PC_G_EU4,11046.73,177.49,1.08,4.83,0.24,3523.35,0,72.93,36 60,DEFAULT_VEHTYPE,0,24764569#6_0,30.52,13.22,293.36,3177.04,2158.9
37 60,HBEFA3/PC_G_EU4,6079.56,49.09,0.37,2.28,0.11,1939.09,0,70.43,37 60,DEFAULT_VEHTYPE,0,4987210#1_0,190.26,21.69,167.23,3843.53,2703.77
38 60,HBEFA3/PC_G_EU4,9125.98,124.33,0.79,3.86,0.19,2910.73,0,70.54,38 60,DEFAULT_VEHTYPE,0,:6603274528_1_0,3.31,15.65,227.96,3182.11,3153.22
40 60,HBEFA3/PC_G_EU4,3561.23,37.84,0.25,1.35,0.05,1135.88,0,64.11,40 60,DEFAULT_VEHTYPE,0,-703143666#1_0,41.74,11.28,127.84,2930.28,3355.18
42 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.59,42 60,DEFAULT_VEHTYPE,0,701330347#13_0,45.79,16.36,326.01,3716.67,2489.59
43 60,HBEFA3/PC_G_EU4,11301.26,178.34,1.09,4.93,0.25,3604.53,0,72.97,43 60,DEFAULT_VEHTYPE,0,645419926#1_0,37.22,13.92,312.01,4084.69,2681.61
44 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.84,44 60,DEFAULT_VEHTYPE,0,24926513#2_0,14.94,11.45,221.86,4292.55,3170.05
45 60,HBEFA3/PC_G_EU4,1969.93,0,0.03,0.57,0,628.33,0,63.3,45 60,DEFAULT_VEHTYPE,0,28496650#7_0,8.67,12.38,126.19,3661.02,3225.8
46 60,HBEFA3/PC_G_EU4,3287.13,17.01,0.15,1.17,0.04,1048.45,0,64.91,46 60,DEFAULT_VEHTYPE,0,-645419927#0_0,152.99,13.33,172.34,3637.92,3023.69
47 60,HBEFA3/PC_G_EU4,6293.21,66.75,0.45,2.53,0.11,2007.23,0,68.15,47 60,DEFAULT_VEHTYPE,0,24926513#12_0,12.42,15.49,221.86,4015.47,2860.81
49 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.79,49 60,DEFAULT_VEHTYPE,0,819350925#3_0,35.16,27.3,290.64,2894.27,1954.04
5 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.42,5 60,DEFAULT_VEHTYPE,0,30073689#1_0,60.37,11.09,156.33,3384.56,3082.41
50 60,HBEFA3/PC_G_EU4,2353.8,72.38,0.38,0.92,0.03,750.78,0,59.32,50 60,DEFAULT_VEHTYPE,0,:269459681_0_0,6.34,5.67,272.43,3388.59,2295.68
51 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,40.07,51 60,DEFAULT_VEHTYPE,0,214645594_0,88.78,1.48,312.4,3007.65,2362.35
52 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.29,52 60,DEFAULT_VEHTYPE,0,-646964286#0_0,9.35,14.51,139.18,2762.97,2809.09
53 60,HBEFA3/PC_G_EU4,19025.33,316.97,1.91,8.36,0.45,6068.1,0,77.71,53 60,DEFAULT_VEHTYPE,0,828126964#6_0,19.07,23.03,227.71,3309.3,3268.73
54 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,52.27,54 60,DEFAULT_VEHTYPE,0,-24926564#0_0,61.21,6.84,131.96,4408.04,2877.54
56 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.14,56 60,DEFAULT_VEHTYPE,0,28309695#20_0,148.94,16.92,236.4,3387.04,1969.57
58 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,73.55,58 60,DEFAULT_VEHTYPE,0,24667122#33_0,8.87,31.1,217.38,3765.61,3005.3
59 60,HBEFA3/PC_G_EU4,5597.2,100.71,0.59,2.37,0.11,1785.25,0,66.54,59 60,DEFAULT_VEHTYPE,0,645095537#0_0,20.51,9,306.2,2815.36,3322.08
60,HBEFA3/PC_G_EU4,2382.28,0,0.01,0.71,0.01,759.85,0,65.06,!60,DEFAULT_VEHTYPE,0,700632939#11_0,133.51,14.61,227.75,2946.83,2666.21
61,HBEFA3/PC_G_EU4,5929.23,103.16,0.61,2.51,0.11,1891.15,0,67.02,!61,DEFAULT_VEHTYPE,0,-646964274#1_0,12.28,9.44,222.74,2937.19,3089.33
62,HBEFA3/PC_G_EU4,3170.35,124.69,0.64,1.38,0.06,1011.23,0,61.91,!62,DEFAULT_VEHTYPE,0,107484285#1_0,2.96,3.14,239.2,4049.74,2842.76
64,HBEFA3/PC_G_EU4,5735.78,43.46,0.34,2.09,0.1,1829.44,0,70.92,!64,DEFAULT_VEHTYPE,0,:6603274256_2_0,7.09,23.1,136.94,2888.53,2975.91
65,HBEFA3/PC_G_EU4,17197.95,279.63,1.7,7.49,0.4,5485.27,0,76.54,!65,DEFAULT_VEHTYPE,0,24667122#41_1,4.46,23.2,227.51,3691.49,2920.69
66,HBEFA3/PC_G_EU4,5053.56,113.52,0.64,2.17,0.1,1611.86,0,66.13,!66,DEFAULT_VEHTYPE,0,707378481#6_0,7.06,6.83,209.58,2471.34,3298.85
67,HBEFA3/PC_G_EU4,5460.06,91.15,0.54,2.28,0.1,1741.51,0,66.24,!67,DEFAULT_VEHTYPE,0,-24926542#1_0,21.63,9.68,132.27,4405.56,3047.33
68,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.41,!68,DEFAULT_VEHTYPE,0,-24933876#0_0,76.02,11.9,70.06,4043.68,2696.2
69,HBEFA3/PC_G_EU4,7214.6,104.62,0.65,3.04,0.14,2301.11,0,68.53,!69,DEFAULT_VEHTYPE,0,692908717#5_0,58.68,12.36,146.37,3593.83,2320.34
7 60,HBEFA3/PC_G_EU4,1711.5,0,0.03,0.47,0,545.91,0,62.32,7 60,DEFAULT_VEHTYPE,0,694200124#2_0,2.27,11.3,334.56,2654.64,2259.7
70,HBEFA3/PC_G_EU4,8980.91,136.76,0.84,3.86,0.19,2864.46,0,70.55,!70,DEFAULT_VEHTYPE,0,24934068#0_0,49.5,12.96,221.99,4492.19,2379.3
71,HBEFA3/PC_G_EU4,7746.43,145.98,0.85,3.38,0.16,2470.74,0,70.42,!71,DEFAULT_VEHTYPE,0,-703143665#2_0,30.11,8.9,42.6,3039.19,3191.12
72,HBEFA3/PC_G_EU4,5090.24,109.5,0.62,2.17,0.1,1623.56,0,66.03,!72,DEFAULT_VEHTYPE,0,24926458#9_0,4.66,7.24,311.91,4157.86,2900.82
73,HBEFA3/PC_G_EU4,4681.73,120.65,0.66,2.02,0.09,1493.27,0,65.87,!73,DEFAULT_VEHTYPE,0,30037829#0_0,15.99,5.65,342.97,2755.19,2215.9
74,HBEFA3/PC_G_EU4,4157.02,129.51,0.69,1.81,0.09,1325.92,0,65.42,!74,DEFAULT_VEHTYPE,0,-693476037#0_0,11.72,4.2,307.79,2797.07,3232.93
75,HBEFA3/PC_G_EU4,3351.7,147.59,0.75,1.49,0.07,1069.08,0,65.05,!75,DEFAULT_VEHTYPE,0,890218773#7_0,7,1.9,229.83,2555.84,2588.39
76,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!76,DEFAULT_VEHTYPE,0,24926503#0_0,5.1,0,312.82,4206.35,3196.93
9 60,HBEFA3/PC_G_EU4,8601.98,129.22,0.8,3.68,0.18,2743.61,0,70.11,9 60,DEFAULT_VEHTYPE,0,24783975#0_0,34.44,12.92,125.34,4143.74,2204.29
0 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.07,0 60,DEFAULT_VEHTYPE,0,4987210#1_0,174.34,16.95,167.23,3840.01,2719.29
1 60,HBEFA3/PC_G_EU4,1374.88,0,0,0.26,0,438.54,0,63.77,1 60,DEFAULT_VEHTYPE,0,-704539034_0,63.04,13.59,114.17,2726.5,2608.93
12 60,HBEFA3/PC_G_EU4,7129.74,84.68,0.56,2.66,0.15,2274.05,0,72.96,12 60,DEFAULT_VEHTYPE,0,890218773#4_1,14.19,26.96,227.83,2651.14,2669.71
13 60,HBEFA3/PC_G_EU4,8554.49,130.34,0.8,3.67,0.18,2728.46,0,70.1,13 60,DEFAULT_VEHTYPE,0,28664939#5_0,17.53,12.62,251.29,3873.11,2490.65
15 60,HBEFA3/PC_G_EU4,8149.78,133.65,0.8,3.52,0.17,2599.38,0,69.95,15 60,DEFAULT_VEHTYPE,0,4987249#52_0,4.13,11.12,47.62,3690.73,2888.55
18 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,47.64,18 60,DEFAULT_VEHTYPE,0,771970759_0,31.54,4.55,63.81,3565.14,2802.78
19 60,HBEFA3/PC_G_EU4,18092.39,336.46,1.99,7.74,0.45,5770.57,0,77.82,19 60,DEFAULT_VEHTYPE,0,:7872495005_0_0,2.36,30.96,53.38,3384.64,2658.9
2 60,HBEFA3/PC_G_EU4,10112.8,144.16,0.91,4.07,0.23,3225.48,0,73.73,2 60,DEFAULT_VEHTYPE,0,4987249#97_0,184.71,26.55,63.52,4546.1,3555.01
20 60,HBEFA3/PC_G_EU4,3444.19,89.51,0.49,1.43,0.06,1098.56,0,62.31,20 60,DEFAULT_VEHTYPE,0,:317160467_2_0,7.25,6.09,186.32,3226.92,3194.12
21 60,HBEFA3/PC_G_EU4,8046.78,107.61,0.68,3.38,0.16,2566.53,0,69.48,21 60,DEFAULT_VEHTYPE,0,24926510_0,51.2,14.56,312.08,4064.37,3000.53
23 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,70.14,23 60,DEFAULT_VEHTYPE,0,24852990#7_0,11,25.56,118.6,2847.82,2294.65
24 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.73,24 60,DEFAULT_VEHTYPE,0,:7201339345_1_1,12.6,27.05,42.05,3788.53,3001.84
26 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.78,26 60,DEFAULT_VEHTYPE,0,890218773#7_1,12.2,17.85,229.87,2553.96,2582.63
28 60,HBEFA3/PC_G_EU4,5695.21,56.45,0.39,2.26,0.1,1816.5,0,67.55,28 60,DEFAULT_VEHTYPE,0,694201304#1_0,61.81,15.08,159.78,3748.23,3093.97
29 60,HBEFA3/PC_G_EU4,16981.75,280.19,1.7,7.35,0.4,5416.32,0,76.5,29 60,DEFAULT_VEHTYPE,0,:344537869_1_0,1.05,25.18,228.05,3098.16,3077.69
3 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.12,3 60,DEFAULT_VEHTYPE,0,24667122#49_1,32.14,12.61,233.3,3547.26,2806.42
30 60,HBEFA3/PC_G_EU4,16024.05,256.87,1.57,6.92,0.37,5110.86,0,75.87,30 60,DEFAULT_VEHTYPE,0,:7206774384_3_1,8.91,23.9,46.37,3001.01,2368.94
32 60,HBEFA3/PC_G_EU4,5142.76,53.35,0.36,2.03,0.09,1640.3,0,66.59,32 60,DEFAULT_VEHTYPE,0,25087607#0_0,32.19,13.62,114.81,2784.05,2584.97
33 60,HBEFA3/PC_G_EU4,1899.36,56.18,0.3,0.69,0.02,605.84,0,58.6,33 60,DEFAULT_VEHTYPE,0,:7201338998_9_0,9.58,6.21,143.3,4103.18,2945.62
34 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,67.15,34 60,DEFAULT_VEHTYPE,0,4987249#66_0,3.43,21.19,44.97,3852.96,3062.58
35 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.9,35 60,DEFAULT_VEHTYPE,0,47378150#2_0,12.58,9.78,308.65,2560.74,3150.78
36 60,HBEFA3/PC_G_EU4,11365.83,171.48,1.06,4.93,0.25,3625.13,0,72.66,36 60,DEFAULT_VEHTYPE,0,24764569#6_0,45.95,15.43,293.36,3162.87,2165.01
37 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,68.49,37 60,DEFAULT_VEHTYPE,0,:7201339054_7_0,14.64,21.17,167.18,3848.22,2683.12
38 60,HBEFA3/PC_G_EU4,9732.32,130.65,0.83,4.11,0.2,3104.12,0,71.17,38 60,DEFAULT_VEHTYPE,0,828126964#9_0,6.12,17.21,227.99,3169.32,3141.69
40 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.13,40 60,DEFAULT_VEHTYPE,0,-703143666#1_0,52.53,10.8,127.84,2938.81,3348.56
42 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.27,42 60,DEFAULT_VEHTYPE,0,701330347#13_0,57.65,11.86,326.01,3710.04,2499.43
43 60,HBEFA3/PC_G_EU4,9966.15,141.26,0.88,4.26,0.21,3178.7,0,71.3,43 60,DEFAULT_VEHTYPE,0,645419926#1_0,52.95,15.73,312.01,4073,2692.14
44 60,HBEFA3/PC_G_EU4,2312.36,10.34,0.1,0.75,0.01,737.55,0,62.99,44 60,DEFAULT_VEHTYPE,0,24926513#2_0,26.44,11.5,221.86,4284.87,3161.48
45 60,HBEFA3/PC_G_EU4,4653.3,46.84,0.32,1.82,0.07,1484.18,0,65.95,45 60,DEFAULT_VEHTYPE,0,28496650#7_0,21.75,13.08,130.14,3671.18,3217.56
46 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.59,46 60,DEFAULT_VEHTYPE,0,-645419927#0_0,162.56,9.57,177.06,3638.54,3014.14
47 60,HBEFA3/PC_G_EU4,2905.65,0,0.05,0.93,0.02,926.77,0,65.95,47 60,DEFAULT_VEHTYPE,0,:7201338983_1_0,5.13,15.59,221.87,4005.07,2849.2
49 60,HBEFA3/PC_G_EU4,11964.77,190.97,1.17,4.91,0.28,3816.17,0,74.9,49 60,DEFAULT_VEHTYPE,0,819350925#3_0,63.38,28.22,290.65,2868.1,1963.9
5 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,51.82,5 60,DEFAULT_VEHTYPE,0,30073689#1_0,66.95,6.59,170.84,3385.84,3075.97
50 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.84,50 60,DEFAULT_VEHTYPE,0,33262191_0,2.52,5.24,322.25,3385.32,2299.73
51 60,HBEFA3/PC_G_EU4,2479.14,155.73,0.77,1.13,0.06,790.79,0,51.1,51 60,DEFAULT_VEHTYPE,0,214645594_0,89.13,0.35,312.4,3007.4,2362.58
52 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.17,52 60,DEFAULT_VEHTYPE,0,-646964286#0_0,19.44,10.09,139.18,2769.56,2801.46
53 60,HBEFA3/PC_G_EU4,5138.32,31.41,0.27,1.8,0.09,1638.88,0,70.8,53 60,DEFAULT_VEHTYPE,0,828126964#6_0,42.31,23.24,227.71,3292.11,3253.09
54 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,52.78,54 60,DEFAULT_VEHTYPE,0,:7201338976_2_0,1.7,5.18,134.66,4411.72,2873.91
56 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.88,56 60,DEFAULT_VEHTYPE,0,:32537817_1_0,1.87,12.42,236.41,3376.7,1962.7
58 60,HBEFA3/PC_G_EU4,10329.32,181.94,1.09,4.07,0.25,3294.56,0,75.5,58 60,DEFAULT_VEHTYPE,0,24667122#35_0,3.08,31.59,220.33,3745.83,2980.88
59 60,HBEFA3/PC_G_EU4,8064.27,132.43,0.8,3.48,0.17,2572.11,0,69.85,59 60,DEFAULT_VEHTYPE,0,645095537#0_0,31.57,11.06,306.2,2806.44,3328.61
60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.63,!60,DEFAULT_VEHTYPE,0,700632939#11_0,147.59,14.08,227.75,2936.41,2656.74
61,HBEFA3/PC_G_EU4,9999.12,165.06,0.99,4.37,0.21,3189.22,0,72.16,!61,DEFAULT_VEHTYPE,0,-646964274#1_0,24.23,11.95,222.74,2929.08,3080.55
62,HBEFA3/PC_G_EU4,4772.74,129.76,0.7,2.08,0.1,1522.3,0,66.64,!62,DEFAULT_VEHTYPE,0,107484285#1_0,8.05,5.1,222.41,4046.3,2838.99
64,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,66.65,!64,DEFAULT_VEHTYPE,0,701376130#16_0,17.94,20.26,136.88,2902.37,2961.12
65,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,68.82,!65,DEFAULT_VEHTYPE,0,24667122#42_1,9.28,22.33,229.51,3674.67,2905.94
66,HBEFA3/PC_G_EU4,7642.18,141.26,0.83,3.33,0.16,2437.49,0,70.06,!66,DEFAULT_VEHTYPE,0,707378481#6_0,16.22,9.16,209.58,2466.82,3290.88
67,HBEFA3/PC_G_EU4,9369.46,151.84,0.92,4.07,0.2,2988.39,0,71.31,!67,DEFAULT_VEHTYPE,0,-24926542#1_0,33.61,11.98,132.27,4414.43,3039.27
68,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.5,!68,DEFAULT_VEHTYPE,0,-24933876#0_0,83.56,7.54,70.06,4050.77,2698.77
69,HBEFA3/PC_G_EU4,8015.13,110.63,0.7,3.38,0.16,2556.43,0,69.41,!69,DEFAULT_VEHTYPE,0,:7208831102_3_0,6.66,13.93,146.35,3601.55,2308.75
7 60,HBEFA3/PC_G_EU4,5674.05,72.81,0.47,2.32,0.1,1809.75,0,66.77,7 60,DEFAULT_VEHTYPE,0,694200124#2_0,14.65,12.37,334.48,2649.31,2270.87
70,HBEFA3/PC_G_EU4,4117.44,33.2,0.25,1.55,0.06,1313.27,0,65.65,!70,DEFAULT_VEHTYPE,0,24934068#0_0,62.97,13.47,221.99,4483.18,2369.29
71,HBEFA3/PC_G_EU4,9228.62,154.34,0.93,4.02,0.2,2943.48,0,71.4,!71,DEFAULT_VEHTYPE,0,-703143665#2_0,41.41,11.3,42.6,3046.84,3199.44
72,HBEFA3/PC_G_EU4,6430.7,117.17,0.69,2.76,0.13,2051.09,0,67.97,!72,DEFAULT_VEHTYPE,0,24926458#9_0,13.74,9.07,311.91,4151.1,2906.88
73,HBEFA3/PC_G_EU4,6185.3,126.88,0.72,2.68,0.13,1972.82,0,68.17,!73,DEFAULT_VEHTYPE,0,30037829#0_0,23.68,7.69,342.97,2752.93,2223.25
74,HBEFA3/PC_G_EU4,6284.81,141.47,0.79,2.75,0.13,2004.57,0,69.3,!74,DEFAULT_VEHTYPE,0,-693476037#0_0,18.34,6.62,307.79,2791.84,3236.99
75,HBEFA3/PC_G_EU4,4858.92,142.81,0.77,2.14,0.1,1549.79,0,68.08,!75,DEFAULT_VEHTYPE,0,890218773#7_0,11.28,4.28,229.83,2552.56,2585.63
76,HBEFA3/PC_G_EU4,3436.45,147.86,0.75,1.53,0.08,1096.11,0,65.49,!76,DEFAULT_VEHTYPE,0,24926503#0_0,7.1,2,312.82,4204.88,3198.28
77,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!77,DEFAULT_VEHTYPE,0,-33262190#2_0,2.99,0,116.04,3674.34,2443.09
9 60,HBEFA3/PC_G_EU4,12630.07,197.47,1.21,5.52,0.28,4028.35,0,73.91,9 60,DEFAULT_VEHTYPE,0,24783975#0_0,49.88,15.44,125.34,4156.33,2195.36
0 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.4,0 60,DEFAULT_VEHTYPE,0,4987210#1_0,187.23,12.88,167.23,3842.86,2706.73
1 60,HBEFA3/PC_G_EU4,1900.72,0,0,0.51,0,606.26,0,64.01,1 60,DEFAULT_VEHTYPE,0,-704539034_0,76.51,13.48,112,2738.92,2603.71
12 60,HBEFA3/PC_G_EU4,5388.32,49.2,0.36,1.83,0.1,1718.63,0,72.56,12 60,DEFAULT_VEHTYPE,0,890218773#4_1,41.23,27.04,227.83,2631.1,2651.56
13 60,HBEFA3/PC_G_EU4,10331.45,153.96,0.95,4.46,0.22,3295.21,0,71.74,13 60,DEFAULT_VEHTYPE,0,28664939#5_0,32.21,14.69,251.29,3859.2,2485.94
15 60,HBEFA3/PC_G_EU4,10701.64,168.56,1.03,4.66,0.23,3413.29,0,72.42,15 60,DEFAULT_VEHTYPE,0,:6505188372_0_1,4.57,13.5,46.26,3698.25,2900.27
18 60,HBEFA3/PC_G_EU4,6117.38,135.67,0.76,2.67,0.13,1951.17,0,68.7,18 60,DEFAULT_VEHTYPE,0,:7872488960_2_0,5.14,6.81,74.06,3571.61,2804.84
19 60,HBEFA3/PC_G_EU4,3277.95,28.7,0.22,0.76,0.06,1045.54,0,73.71,19 60,DEFAULT_VEHTYPE,0,4987249#32_0,7.66,30.61,53.4,3409.21,2677.16
2 60,HBEFA3/PC_G_EU4,3857.13,14.83,0.16,1.12,0.06,1230.26,0,71.94,2 60,DEFAULT_VEHTYPE,0,4987249#97_0,211.14,26.43,64.12,4569.78,3566.72
20 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.18,20 60,DEFAULT_VEHTYPE,0,828126964#7_0,3.93,5.67,225.83,3222.92,3190.12
21 60,HBEFA3/PC_G_EU4,8857.07,116.96,0.75,3.73,0.18,2824.96,0,70.34,21 60,DEFAULT_VEHTYPE,0,24926510_0,67.27,16.06,312.08,4052.45,3011.3
23 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,67.13,23 60,DEFAULT_VEHTYPE,0,24852990#7_0,32.16,21.17,118.6,2866.4,2284.51
24 60,HBEFA3/PC_G_EU4,5408.14,50.04,0.36,1.84,0.11,1724.95,0,72.6,24 60,DEFAULT_VEHTYPE,0,:7201338982_3_1,1.68,27.12,44.56,3807.37,3021.37
26 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.31,26 60,DEFAULT_VEHTYPE,0,890218773#7_1,25.99,13.79,227.84,2543.71,2573.45
28 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.97,28 60,DEFAULT_VEHTYPE,0,694201304#1_0,76.35,14.54,162.57,3752.81,3080.17
29 60,HBEFA3/PC_G_EU4,15295.97,251.53,1.53,6.52,0.36,4878.64,0,75.86,29 60,DEFAULT_VEHTYPE,0,828126964#11_0,16.54,26.69,228.09,3078.3,3059.85
3 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.38,3 60,DEFAULT_VEHTYPE,0,24667122#49_1,40.25,8.11,233.3,3540.76,2801.57
30 60,HBEFA3/PC_G_EU4,13463.08,208.11,1.28,5.68,0.31,4294.05,0,74.75,30 60,DEFAULT_VEHTYPE,0,:32537832_0_1,0.72,25.28,53.93,3020.66,2385.14
32 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.28,32 60,DEFAULT_VEHTYPE,0,25087607#0_0,45.43,13.24,114.81,2796.07,2579.41
33 60,HBEFA3/PC_G_EU4,2493.95,65.62,0.35,0.97,0.03,795.48,0,60.11,33 60,DEFAULT_VEHTYPE,0,-24926458#11_0,6.37,6.44,131.92,4107.96,2941.31
34 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.86,34 60,DEFAULT_VEHTYPE,0,:7203492157_0_0,2.08,16.69,47.69,3864.96,3074.1
35 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,50.46,35 60,DEFAULT_VEHTYPE,0,47378150#2_0,18.37,5.79,308.65,2556.21,3154.4
36 60,HBEFA3/PC_G_EU4,11764.99,171.85,1.07,5.07,0.26,3752.43,0,72.81,36 60,DEFAULT_VEHTYPE,0,:7208831540_1_0,5.44,17.42,292.29,3146.84,2171.83
37 60,HBEFA3/PC_G_EU4,3404.95,0,0.05,1.03,0.04,1086.03,0,69.25,37 60,DEFAULT_VEHTYPE,0,4987210#2_0,19.59,21.17,167.11,3852.94,2662.49
38 60,HBEFA3/PC_G_EU4,15430.75,242.46,1.48,6.74,0.35,4921.62,0,75.55,38 60,DEFAULT_VEHTYPE,0,:6603274409_1_0,0.4,19.62,227.99,3154.74,3128.56
40 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.35,40 60,DEFAULT_VEHTYPE,0,-703143666#1_0,63.04,10.51,127.84,2947.1,3342.11
42 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.17,42 60,DEFAULT_VEHTYPE,0,701330347#13_0,65.01,7.36,326.01,3705.93,2505.53
43 60,HBEFA3/PC_G_EU4,9147.18,118.75,0.76,3.84,0.19,2917.49,0,70.71,43 60,DEFAULT_VEHTYPE,0,:7201339014_0_0,3.97,17.17,312,4060.24,2703.63
44 60,HBEFA3/PC_G_EU4,2382.37,11.23,0.1,0.78,0.02,759.88,0,63.1,44 60,DEFAULT_VEHTYPE,0,24926513#2_0,38.01,11.57,221.86,4277.16,3152.87
45 60,HBEFA3/PC_G_EU4,1660.95,0,0,0.41,0,529.79,0,63.45,45 60,DEFAULT_VEHTYPE,0,:7203491596_0_0,9.71,12.9,162.74,3678.04,3207.09
46 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.03,46 60,DEFAULT_VEHTYPE,0,-645419927#0_0,169.34,6.78,175.58,3639.02,3007.37
