id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
0,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!0,DEFAULT_VEHTYPE,0,4987249#2_0,3.63,0,26.84,2960.4,2309.31
0,HBEFA3/PC_G_EU4,4039.82,151.56,0.79,1.8,0.09,1288.55,0,68.14,!0,DEFAULT_VEHTYPE,0,:7872192240_0_0,2.55,2.55,26.39,2961.57,2311.57
1,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,5.1,0,130.66,2661.21,2983.73
0,HBEFA3/PC_G_EU4,4047.15,126.98,0.67,1.76,0.08,1290.88,0,64.97,!0,DEFAULT_VEHTYPE,0,4987249#3_0,1.78,4.22,27.32,2963.49,2315.3
1,HBEFA3/PC_G_EU4,3819.02,149.91,0.77,1.7,0.08,1218.13,0,67.25,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,7.46,2.36,130.66,2663,2982.19
2,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!2,DEFAULT_VEHTYPE,0,645419926#6_0,0.2,0,312.1,3869.29,2875.65
0,HBEFA3/PC_G_EU4,6501.26,144.64,0.81,2.85,0.14,2073.6,0,69.73,!0,DEFAULT_VEHTYPE,0,4987249#3_0,8.5,6.72,29.3,2966.75,2321.1
1,HBEFA3/PC_G_EU4,5497.55,146.76,0.8,2.43,0.12,1753.48,0,69.26,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,12.41,4.94,130.66,2666.75,2978.97
2,HBEFA3/PC_G_EU4,3223.28,147.38,0.75,1.44,0.07,1028.12,0,64.33,!2,DEFAULT_VEHTYPE,0,:7201339016_0_0,1.75,1.75,312.1,3867.99,2876.82
3,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!3,DEFAULT_VEHTYPE,0,701529973#17_0,5.1,0,48.19,3405.84,3316.21
0,HBEFA3/PC_G_EU4,7068.58,132.31,0.77,3.06,0.14,2254.54,0,69.2,!0,DEFAULT_VEHTYPE,0,:7872192244_0_0,2.73,8.87,32.15,2971.37,2328.59
1,HBEFA3/PC_G_EU4,6767.07,142.44,0.81,2.96,0.14,2158.38,0,69.69,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,19.78,7.37,130.66,2672.34,2974.16
2,HBEFA3/PC_G_EU4,4091.31,135.69,0.71,1.8,0.09,1304.97,0,65.84,!2,DEFAULT_VEHTYPE,0,:7201339016_0_0,5.43,3.67,311.98,3865.26,2879.28
3,HBEFA3/PC_G_EU4,3876.66,150.31,0.78,1.73,0.09,1236.51,0,67.49,!3,DEFAULT_VEHTYPE,0,701529973#17_0,7.51,2.41,48.19,3407.64,3317.82
4,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!4,DEFAULT_VEHTYPE,0,24926458#6_0,5.1,0,311.92,4214.55,2849.91
0,HBEFA3/PC_G_EU4,7788.29,128.34,0.77,3.35,0.16,2484.08,0,69.51,!0,DEFAULT_VEHTYPE,0,4987249#4_0,8.6,10.87,35.44,2977.46,2337.55
1,HBEFA3/PC_G_EU4,8415.11,150.57,0.89,3.67,0.18,2684.01,0,70.96,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,29.62,9.83,130.66,2679.8,2967.75
2,HBEFA3/PC_G_EU4,4575.16,121.73,0.66,1.98,0.09,1459.28,0,65.74,!2,DEFAULT_VEHTYPE,0,645419926#7_0,3.7,5.4,312,3861.25,2882.89
3,HBEFA3/PC_G_EU4,3709.7,124.96,0.66,1.61,0.07,1183.25,0,63.91,!3,DEFAULT_VEHTYPE,0,701529973#17_0,11.39,3.87,48.19,3410.53,3320.4
4,HBEFA3/PC_G_EU4,3421.84,147.81,0.75,1.53,0.08,1091.45,0,65.42,!4,DEFAULT_VEHTYPE,0,24926458#6_0,7.08,1.98,311.92,4213.08,2851.23
5,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,5.1,0,227.73,3178.73,2988.22
0,HBEFA3/PC_G_EU4,9286.92,143.11,0.88,4.01,0.19,2962.07,0,70.91,!0,DEFAULT_VEHTYPE,0,4987249#5_0,3.03,12.95,40.5,2985.19,2347.68
1,HBEFA3/PC_G_EU4,6241.31,93.44,0.57,2.61,0.12,1990.68,0,67.33,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,40.84,11.23,130.66,2688.32,2960.44
2,HBEFA3/PC_G_EU4,6570.42,135.32,0.77,2.86,0.14,2095.66,0,69.03,!2,DEFAULT_VEHTYPE,0,645419926#7_0,11.35,7.64,312.01,3855.57,2888
3,HBEFA3/PC_G_EU4,6110.54,141.76,0.79,2.68,0.13,1948.99,0,69.2,!3,DEFAULT_VEHTYPE,0,:7201339529_0_0,5.48,6.3,79.94,3416.34,3322.05
4,HBEFA3/PC_G_EU4,4628.31,139.33,0.74,2.04,0.1,1476.24,0,67.31,!4,DEFAULT_VEHTYPE,0,24926458#6_0,11.27,4.19,311.92,4209.96,2854.03
5,HBEFA3/PC_G_EU4,3458.5,147.94,0.75,1.54,0.08,1103.14,0,65.6,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,7.12,2.02,227.73,3177.23,2986.86
0,HBEFA3/PC_G_EU4,8751.93,121.84,0.77,3.71,0.18,2791.43,0,70.16,!0,DEFAULT_VEHTYPE,0,:7872192246_0_0,4.03,14.62,43.04,2994.9,2358.51
1,HBEFA3/PC_G_EU4,7402.78,105.52,0.66,3.12,0.15,2361.12,0,68.74,!1,DEFAULT_VEHTYPE,0,-771326027#3_0,53.62,12.78,130.66,2698.01,2952.11
2,HBEFA3/PC_G_EU4,8646.07,152.67,0.9,3.78,0.18,2757.67,0,71.16,!2,DEFAULT_VEHTYPE,0,645419926#7_0,21.46,10.12,312.01,3848.06,2894.77
3,HBEFA3/PC_G_EU4,5933.76,116.95,0.67,2.55,0.12,1892.6,0,67.43,!3,DEFAULT_VEHTYPE,0,28496650#0_0,6.13,8.12,103.72,3424.26,3320.27
4,HBEFA3/PC_G_EU4,2628.38,93.05,0.48,1.08,0.04,838.37,0,59.57,!4,DEFAULT_VEHTYPE,0,24926458#6_0,15.82,4.55,311.92,4206.57,2857.07
5,HBEFA3/PC_G_EU4,4082.31,132.88,0.7,1.79,0.08,1302.1,0,65.54,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,10.97,3.85,227.73,3174.38,2984.27
7,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!7,DEFAULT_VEHTYPE,0,4987249#37_0,5.1,0,53.46,3470.69,2722.81
0,HBEFA3/PC_G_EU4,8942.17,118.44,0.76,3.76,0.18,2852.1,0,70.42,!0,DEFAULT_VEHTYPE,0,:7206789987_0_0,0.2,16.13,46.53,3006.41,2369.65
1,HBEFA3/PC_G_EU4,2859.5,10.75,0.11,0.97,0.03,912.06,0,64.36,!1,DEFAULT_VEHTYPE,0,:6517615540_6_0,0.48,12.95,130.71,2707.84,2943.67
2,HBEFA3/PC_G_EU4,6156.18,89.84,0.56,2.57,0.11,1963.53,0,67.22,!2,DEFAULT_VEHTYPE,0,645419926#7_0,32.92,11.45,312.01,3839.55,2902.44
3,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56,!3,DEFAULT_VEHTYPE,0,28496650#0_0,13.09,6.95,104.42,3430.99,3318.55
4,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,50.74,!4,DEFAULT_VEHTYPE,0,:6579766762_9_0,0.26,2.97,299.3,4203.96,2858.03
5,HBEFA3/PC_G_EU4,5898.93,138.75,0.77,2.58,0.12,1881.49,0,68.76,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,17.17,6.19,227.73,3169.8,2980.1
7,HBEFA3/PC_G_EU4,3252.28,147.41,0.75,1.45,0.07,1037.37,0,64.5,!7,DEFAULT_VEHTYPE,0,4987249#37_1,6.89,1.79,53.46,3470.22,2726.44
0,HBEFA3/PC_G_EU4,8862.6,111.92,0.72,3.69,0.18,2826.73,0,70.55,!0,DEFAULT_VEHTYPE,0,4987249#8_0,14.36,17.47,52.94,3019.83,2380.57
1,HBEFA3/PC_G_EU4,1717.48,0,0,0.44,0,547.82,0,63.41,!1,DEFAULT_VEHTYPE,0,:6517615540_6_0,13.27,12.79,134.56,2717.18,2934.93
2,HBEFA3/PC_G_EU4,7031.07,97.17,0.61,2.94,0.14,2242.57,0,68.32,!2,DEFAULT_VEHTYPE,0,645419926#7_0,45.8,12.88,312.01,3829.98,2911.05
3,HBEFA3/PC_G_EU4,8106.24,148.36,0.87,3.54,0.17,2585.5,0,70.71,!3,DEFAULT_VEHTYPE,0,:7203491747_1_0,6.01,9.4,105.81,3440.06,3316.05
4,HBEFA3/PC_G_EU4,2444.08,109.47,0.55,1.03,0.05,779.59,0,58.09,!4,DEFAULT_VEHTYPE,0,-24926458#6_0,0.19,3.15,221.22,4203.63,2855.42
5,HBEFA3/PC_G_EU4,7807.42,149.21,0.87,3.42,0.16,2490.19,0,70.68,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,25.88,8.71,227.73,3163.35,2974.25
7,HBEFA3/PC_G_EU4,4821.96,143.45,0.77,2.13,0.1,1538,0,68.11,!7,DEFAULT_VEHTYPE,0,4987249#37_1,11.07,4.18,53.46,3473.57,2728.93
9,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!9,DEFAULT_VEHTYPE,0,700148837#10_0,5.1,0,56.76,3713.95,2161.93
0,HBEFA3/PC_G_EU4,12603.31,184.62,1.15,5.41,0.28,4019.82,0,73.46,!0,DEFAULT_VEHTYPE,0,4987249#9_0,8.48,19.36,51.87,3035.21,2392.41
1,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.01,!1,DEFAULT_VEHTYPE,0,:6517615532_13_0,4.73,11.8,135.94,2725.42,2926.48
2,HBEFA3/PC_G_EU4,8131.62,110.22,0.7,3.42,0.16,2593.58,0,69.55,!2,DEFAULT_VEHTYPE,0,645419926#8_0,4.64,14.41,315.73,3819.72,2921.17
3,HBEFA3/PC_G_EU4,9005.53,146.92,0.89,3.91,0.19,2872.32,0,70.94,!3,DEFAULT_VEHTYPE,0,:7203491756_1_0,3.07,11.65,105.93,3451.27,3312.88
4,HBEFA3/PC_G_EU4,4943.35,131.85,0.72,2.16,0.1,1576.72,0,67.07,!4,DEFAULT_VEHTYPE,0,-24926458#6_0,5.39,5.2,131.92,4207.5,2851.94
5,HBEFA3/PC_G_EU4,6691.21,109.9,0.66,2.85,0.13,2134.18,0,68.03,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,36.27,10.4,227.73,3155.66,2967.25
7,HBEFA3/PC_G_EU4,4077.45,109.85,0.6,1.74,0.08,1300.54,0,64.17,!7,DEFAULT_VEHTYPE,0,:7872488971_0_1,2.8,5.52,53.46,3478.01,2732.22
9,HBEFA3/PC_G_EU4,3329.71,147.54,0.75,1.49,0.07,1062.07,0,64.93,!9,DEFAULT_VEHTYPE,0,700148837#10_0,6.98,1.88,56.76,3715.53,2162.97
0,HBEFA3/PC_G_EU4,12798.18,187.29,1.17,5.47,0.29,4081.97,0,73.7,!0,DEFAULT_VEHTYPE,0,:377615254_3_0,4.48,21.08,51.92,3051.78,2405.43
1,HBEFA3/PC_G_EU4,3361.98,26.8,0.2,1.23,0.04,1072.33,0,64.34,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,2.48,12.16,136.06,2733.87,2917.73
2,HBEFA3/PC_G_EU4,8496.3,110.47,0.71,3.56,0.17,2709.9,0,70.01,!2,DEFAULT_VEHTYPE,0,645419926#8_0,20.49,15.85,315.81,3808.68,2932.54
3,HBEFA3/PC_G_EU4,7435.41,103.59,0.65,3.13,0.15,2371.53,0,68.78,!3,DEFAULT_VEHTYPE,0,28496650#3_0,10.47,13.16,108.31,3463.83,3308.95
4,HBEFA3/PC_G_EU4,6620.1,137.8,0.79,2.89,0.14,2111.5,0,69.24,!4,DEFAULT_VEHTYPE,0,-24926458#6_0,12.9,7.51,131.92,4213.09,2846.92
5,HBEFA3/PC_G_EU4,4792.73,63.11,0.4,1.93,0.08,1528.66,0,65.52,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,47.56,11.29,227.73,3147.31,2959.66
7,HBEFA3/PC_G_EU4,6532.45,133.61,0.76,2.84,0.13,2083.55,0,68.89,!7,DEFAULT_VEHTYPE,0,4987249#38_1,5.52,7.73,53.5,3484.22,2736.82
9,HBEFA3/PC_G_EU4,4177.16,135.3,0.71,1.83,0.09,1332.35,0,66,!9,DEFAULT_VEHTYPE,0,700148837#10_0,10.8,3.82,56.76,3718.72,2165.06
0,HBEFA3/PC_G_EU4,19868.95,335.49,2.02,8.74,0.47,6337.18,0,78.19,!0,DEFAULT_VEHTYPE,0,4987249#12_0,7.32,23.66,51.98,3070.42,2420.01
1,HBEFA3/PC_G_EU4,4221.39,40.17,0.28,1.62,0.06,1346.43,0,65.42,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,15.23,12.75,136.17,2742.7,2908.53
12,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!12,DEFAULT_VEHTYPE,0,771321486#1_0,5.1,0,138.23,3097.09,3345.2
2,HBEFA3/PC_G_EU4,10406.62,143.55,0.91,4.42,0.22,3319.19,0,71.72,!2,DEFAULT_VEHTYPE,0,645419926#8_0,38.02,17.52,320.89,3796.8,2945.39
3,HBEFA3/PC_G_EU4,5499.36,58.28,0.4,2.19,0.09,1754.03,0,67.03,!3,DEFAULT_VEHTYPE,0,28496650#3_0,24.49,14.02,110.87,3476.96,3304.07
4,HBEFA3/PC_G_EU4,8539.32,151.72,0.9,3.73,0.18,2723.63,0,71.07,!4,DEFAULT_VEHTYPE,0,:7201338991_7_0,5.8,9.98,131.93,4220.52,2840.25
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.69,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,58.22,10.66,227.73,3139.42,2952.49
7,HBEFA3/PC_G_EU4,5519.9,97.53,0.57,2.32,0.1,1760.59,0,66.38,!7,DEFAULT_VEHTYPE,0,4987249#38_1,14.68,9.16,53.5,3491.59,2742.27
9,HBEFA3/PC_G_EU4,6073.94,141.66,0.79,2.66,0.13,1937.31,0,69.17,!9,DEFAULT_VEHTYPE,0,700148837#10_0,17.05,6.25,56.76,3723.95,2168.48
0,HBEFA3/PC_G_EU4,16817.7,278.02,1.68,7.26,0.4,5363.99,0,76.44,!0,DEFAULT_VEHTYPE,0,4987249#12_0,32.85,25.52,51.98,3090.52,2435.73
1,HBEFA3/PC_G_EU4,2732.75,8.54,0.1,0.91,0.02,871.63,0,64.22,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,28.13,12.9,136.17,2751.63,2899.23
12,HBEFA3/PC_G_EU4,3250.36,147.41,0.75,1.45,0.07,1036.76,0,64.49,!12,DEFAULT_VEHTYPE,0,771321486#1_0,6.89,1.79,138.23,3098.28,3343.86
13,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,5.1,0,221.8,4248.88,2800.41
2,HBEFA3/PC_G_EU4,4144.67,13.79,0.16,1.46,0.06,1321.96,0,67.79,!2,DEFAULT_VEHTYPE,0,645419926#8_0,55.83,17.81,339.64,3788.76,2961.19
3,HBEFA3/PC_G_EU4,5502.53,53.86,0.38,2.17,0.09,1755.04,0,67.31,!3,DEFAULT_VEHTYPE,0,28496650#3_0,39.3,14.82,110.87,3490.81,3298.79
4,HBEFA3/PC_G_EU4,7584.27,116.9,0.71,3.23,0.15,2419.01,0,69.03,!4,DEFAULT_VEHTYPE,0,-24926458#5_0,3.15,11.75,131.91,4229.26,2832.4
5,HBEFA3/PC_G_EU4,1874.09,9.19,0.08,0.57,0,597.77,0,61.93,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,68.79,10.57,227.73,3131.6,2945.38
7,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,55.02,!7,DEFAULT_VEHTYPE,0,:7872488964_2_0,1.64,7.33,50.56,3497.31,2746.82
9,HBEFA3/PC_G_EU4,5832.95,115.77,0.67,2.5,0.11,1860.44,0,67.26,!9,DEFAULT_VEHTYPE,0,:7872679918_0_0,0.42,8.04,56.77,3730.67,2172.89
0,HBEFA3/PC_G_EU4,18955.16,330.74,1.98,8.23,0.46,6045.73,0,77.7,!0,DEFAULT_VEHTYPE,0,4987249#13_0,11.88,27.47,52,3112.17,2452.64
1,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.75,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,40.29,12.16,136.17,2760.05,2890.46
12,HBEFA3/PC_G_EU4,4358.45,138.16,0.73,1.92,0.09,1390.17,0,66.69,!12,DEFAULT_VEHTYPE,0,771321486#1_0,10.77,3.88,138.23,3100.86,3340.97
13,HBEFA3/PC_G_EU4,3969.8,151.01,0.78,1.77,0.09,1266.22,0,67.87,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,7.59,2.49,221.8,4247.22,2798.55
2,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.81,!2,DEFAULT_VEHTYPE,0,645419926#8_0,69.14,13.31,353.41,3786.22,2974.23
3,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.25,!3,DEFAULT_VEHTYPE,0,28496650#3_0,53.35,14.05,110.87,3503.94,3293.78
4,HBEFA3/PC_G_EU4,6760.18,90.29,0.57,2.81,0.13,2156.17,0,68.05,!4,DEFAULT_VEHTYPE,0,-24926458#5_0,16.21,13.07,131.9,4238.99,2823.67
5,HBEFA3/PC_G_EU4,4687.6,59.92,0.38,1.87,0.08,1495.13,0,65.43,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,80.21,11.42,227.73,3123.15,2937.7
7,HBEFA3/PC_G_EU4,1925.52,44.33,0.24,0.68,0.02,614.18,0,59.49,!7,DEFAULT_VEHTYPE,0,765710545_0,1.28,7.24,355.82,3497.82,2753.79
9,HBEFA3/PC_G_EU4,7359.27,126.9,0.75,3.17,0.15,2347.25,0,69.15,!9,DEFAULT_VEHTYPE,0,700148837#11_0,5.46,10.04,56.73,3739.07,2178.39
0,HBEFA3/PC_G_EU4,20682.73,378.3,2.24,9,0.51,6596.74,0,78.69,!0,DEFAULT_VEHTYPE,0,:377615466_1_0,4.16,29.44,51.97,3135.35,2470.79
1,HBEFA3/PC_G_EU4,2422.53,6.97,0.08,0.79,0.02,772.69,0,63.56,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,52.51,12.23,136.17,2768.51,2881.64
12,HBEFA3/PC_G_EU4,4281.76,115.69,0.63,1.84,0.08,1365.7,0,64.84,!12,DEFAULT_VEHTYPE,0,771321486#1_0,16.16,5.4,138.23,3104.46,3336.94
13,HBEFA3/PC_G_EU4,4324.03,130.7,0.7,1.89,0.09,1379.19,0,65.89,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,11.95,4.36,221.8,4244.32,2795.3
15,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!15,DEFAULT_VEHTYPE,0,700148834#3_0,5.1,0,36.76,3199.2,2261.14
2,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,55.43,!2,DEFAULT_VEHTYPE,0,645419926#8_0,77.95,8.81,2.47,3786.33,2983.03
3,HBEFA3/PC_G_EU4,4852.75,41.17,0.3,1.87,0.08,1547.8,0,66.76,!3,DEFAULT_VEHTYPE,0,28496650#3_0,68.04,14.69,110.87,3517.66,3288.55
4,HBEFA3/PC_G_EU4,2800.4,7.76,0.1,0.94,0.02,893.21,0,64.47,!4,DEFAULT_VEHTYPE,0,-24926458#5_0,29.43,13.22,131.9,4248.83,2814.84
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.09,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,90.75,10.54,227.73,3115.35,2930.61
7,HBEFA3/PC_G_EU4,4093.89,78.4,0.45,1.68,0.07,1305.78,0,63.89,!7,DEFAULT_VEHTYPE,0,765710545_0,9.46,8.18,281.83,3491.05,2757.18
9,HBEFA3/PC_G_EU4,10267.88,166.43,1.01,4.48,0.22,3274.94,0,72.26,!9,DEFAULT_VEHTYPE,0,:7872679914_0_0,2.3,12.51,56.74,3749.52,2185.25
0,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.73,!0,DEFAULT_VEHTYPE,0,4987249#17_0,10.74,28.17,51.99,3157.54,2488.14
1,HBEFA3/PC_G_EU4,1871.01,0,0.02,0.53,0,596.79,0,63.05,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,64.63,12.12,136.17,2776.91,2872.89
12,HBEFA3/PC_G_EU4,7385.05,148.66,0.85,3.24,0.16,2355.48,0,70.49,!12,DEFAULT_VEHTYPE,0,771321486#1_0,24.11,7.95,138.23,3109.75,3331.01
13,HBEFA3/PC_G_EU4,6690.76,146.36,0.83,2.94,0.14,2134.04,0,69.99,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,18.85,6.9,221.8,4239.71,2790.16
15,HBEFA3/PC_G_EU4,3063.54,147.54,0.74,1.37,0.07,977.17,0,63.32,!15,DEFAULT_VEHTYPE,0,700148834#3_0,6.64,1.54,36.76,3200.13,2262.37
2,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,47.42,!2,DEFAULT_VEHTYPE,0,645419926#8_0,82.42,4.47,7.09,3786.91,2987.45
3,HBEFA3/PC_G_EU4,2265.22,0,0,0.65,0.01,722.51,0,65.01,!3,DEFAULT_VEHTYPE,0,28496650#3_0,82.69,14.65,110.87,3531.35,3283.33
4,HBEFA3/PC_G_EU4,2111.82,0,0.02,0.61,0.01,673.59,0,63.95,!4,DEFAULT_VEHTYPE,0,:7201339004_13_0,9.17,13.17,131.92,4258.63,2806.04
5,HBEFA3/PC_G_EU4,5080.51,67.23,0.43,2.06,0.09,1620.45,0,65.91,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,102.26,11.51,227.73,3106.83,2922.87
7,HBEFA3/PC_G_EU4,9138.39,157.66,0.94,3.99,0.19,2914.7,0,71.59,!7,DEFAULT_VEHTYPE,0,:7872488963_2_0,6.77,10.69,257.76,3480.64,2754.74
9,HBEFA3/PC_G_EU4,10918.01,165.86,1.02,4.73,0.23,3482.3,0,72.34,!9,DEFAULT_VEHTYPE,0,700148837#12_0,12.02,14.72,56.78,3761.84,2193.32
0,HBEFA3/PC_G_EU4,5137.77,50.12,0.36,1.69,0.1,1638.72,0,72.99,!0,DEFAULT_VEHTYPE,0,:7872495038_0_0,4.37,28.16,51.98,3179.73,2505.49
1,HBEFA3/PC_G_EU4,4167.15,39.43,0.28,1.6,0.06,1329.13,0,65.35,!1,DEFAULT_VEHTYPE,0,-771326027#1_0,77.33,12.7,136.17,2785.7,2863.73
12,HBEFA3/PC_G_EU4,5254.45,91.08,0.54,2.2,0.1,1675.93,0,65.93,!12,DEFAULT_VEHTYPE,0,771321486#1_0,33.37,9.26,138.23,3115.92,3324.11
13,HBEFA3/PC_G_EU4,7355.01,135.73,0.79,3.19,0.15,2345.9,0,69.57,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,27.97,9.12,221.8,4233.64,2783.36
15,HBEFA3/PC_G_EU4,3387.32,132.05,0.68,1.48,0.07,1080.44,0,63.27,!15,DEFAULT_VEHTYPE,0,700148834#3_0,9.59,2.95,36.76,3201.89,2264.73
2,HBEFA3/PC_G_EU4,4723.59,115.7,0.64,2.03,0.09,1506.62,0,65.69,!2,DEFAULT_VEHTYPE,0,:7201339345_0_0,5.92,6.1,13.38,3788.26,2993.39
3,HBEFA3/PC_G_EU4,2149.39,0,0,0.6,0.01,685.57,0,64.9,!3,DEFAULT_VEHTYPE,0,28496650#3_0,97.28,14.58,110.87,3544.98,3278.13
4,HBEFA3/PC_G_EU4,3555.74,21.32,0.18,1.29,0.04,1134.12,0,65.22,!4,DEFAULT_VEHTYPE,0,-24926458#4_0,8.23,13.52,131.92,4268.7,2797.01
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.27,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,112.56,10.3,227.73,3099.21,2915.94
7,HBEFA3/PC_G_EU4,11198.74,180.33,1.09,4.9,0.24,3571.83,0,73.09,!7,DEFAULT_VEHTYPE,0,24667122#53_1,3.42,13.27,235,3469.11,2748.39
9,HBEFA3/PC_G_EU4,11379.46,166.27,1.03,4.9,0.25,3629.47,0,72.52,!9,DEFAULT_VEHTYPE,0,700148837#13_0,3.98,16.72,56.75,3775.83,2202.49
0,HBEFA3/PC_G_EU4,12289.8,202.97,1.23,5.05,0.29,3919.84,0,75.26,!0,DEFAULT_VEHTYPE,0,4987249#20_0,8.8,29.06,51.99,3202.63,2523.39
1,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.46,!1,DEFAULT_VEHTYPE,0,:6517459793_7_0,9.38,11.92,137.41,2793.81,2855
12,HBEFA3/PC_G_EU4,9699.53,160.67,0.97,4.23,0.21,3093.67,0,71.86,!12,DEFAULT_VEHTYPE,0,771321486#2_0,1.56,11.72,138.24,3123.72,3315.37
13,HBEFA3/PC_G_EU4,9508.03,158.05,0.95,4.15,0.2,3032.59,0,71.67,!13,DEFAULT_VEHTYPE,0,-28518556#1_0,39.53,11.55,221.8,4225.93,2774.75
15,HBEFA3/PC_G_EU4,4827.67,132.37,0.72,2.11,0.1,1539.82,0,66.94,!15,DEFAULT_VEHTYPE,0,700148834#3_0,14.57,4.99,36.76,3204.87,2268.73
18,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!18,DEFAULT_VEHTYPE,0,700632939#0_0,5.1,0,228.13,3603.06,3264.36
2,HBEFA3/PC_G_EU4,6234.2,123.64,0.71,2.69,0.13,1988.42,0,68.05,!2,DEFAULT_VEHTYPE,0,:7201339345_0_0,13.99,8.07,30.86,3791.91,3000.53
3,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.48,!3,DEFAULT_VEHTYPE,0,28496650#3_0,111.27,14,110.87,3558.06,3273.15
4,HBEFA3/PC_G_EU4,3801.29,23.88,0.2,1.39,0.05,1212.44,0,65.61,!4,DEFAULT_VEHTYPE,0,-24926458#4_0,22.16,13.93,131.92,4279.06,2787.71
5,HBEFA3/PC_G_EU4,2134.16,16.93,0.12,0.7,0.01,680.72,0,62.01,!5,DEFAULT_VEHTYPE,0,-700632938#2_0,122.86,10.3,227.73,3091.59,2909.02
7,HBEFA3/PC_G_EU4,11737.9,178.59,1.1,5.1,0.26,3743.8,0,73,!7,DEFAULT_VEHTYPE,0,24667122#54_1,10.46,15.55,233.47,3456.61,2739.13
9,HBEFA3/PC_G_EU4,9680.54,126.83,0.81,4.06,0.2,3087.61,0,71.25,!9,DEFAULT_VEHTYPE,0,:269290275_3_0,2.11,18.16,57.14,3791.04,2212.42
0,HBEFA3/PC_G_EU4,2933.8,8.23,0.11,0.64,0.05,935.77,0,72.83,!0,DEFAULT_VEHTYPE,0,:7872495023_0_0,2.42,28.74,53.39,3225.54,2540.68
1,HBEFA3/PC_G_EU4,1883.83,0,0.04,0.54,0,600.87,0,62.84,!1,DEFAULT_VEHTYPE,0,-771326027#0_0,6.73,11.82,138.67,2801.69,2846.2
